D                        T                        

0                        1                        
0,0529999993741512       0,934343497078818        
0,105999998748302        0,868293891155654        
0,20099999755621         0,803149796406442        
0,295999996364117        0,801903928960672        
0,483999989926815        0,802243908782223        
0,671999983489513        0,73715294418496         
0,859999977052212        0,670241653930957        
1,04799997061491         0,603437674216           
1,23599996417761         0,593511387594829        
1,42399995774031         0,526707496404606        
1,61199995130301         0,462133898941287        
1,7999999448657          0,395352779998365        
1,9879999384284          0,330016970394847        
2,1759999319911          0,32876597998283         
2,3639999255538          0,328249486840186        
2,5519999191165          0,261339201821219        
2,7399999126792          0,197477139694805        
2,92799990624189         0,131282523152546        
3,11599989980459         0,0663883415452564       

