D                        T                        

0                        1                        
0,0529999993741512       0,939928823795105        
0,105999998748302        0,886939539112208        
0,20099999755621         0,826391687505938        
0,295999996364117        0,759169488314008        
0,483999989926815        0,695551818395495        
0,671999983489513        0,689662449701013        
0,859999977052212        0,622970607940331        
1,04799997061491         0,616633462352106        
1,23599996417761         0,551392470526945        
1,42399995774031         0,546036610793388        
1,61199995130301         0,476756601386387        
1,7999999448657          0,426057685966513        
1,9879999384284          0,418881942022273        
2,1759999319911          0,353074022617712        
2,3639999255538          0,289205592968663        
2,5519999191165          0,231087372990366        
2,7399999126792          0,173335620857393        
2,92799990624189         0,117618158448495        
3,11599989980459         0,0524154160524138       

