#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,511484026908875        0,295860829258572        0,460487931966782        0,318950932592829        0,00111074360781679      1000      0,053     
2   0,499765425920486        0,26904435687845         0,451825976371765        0,274190316903862        0,00110610157904971      1000      0,053     
3   0,486684441566467        0,303829612695228        0,53658539056778         0,309816815136815        0,000907002781144469     1000      0,095     
4   0,504401385784149        0,298157228839392        0,485597938299179        0,27278552664481         0,00103872225559859      1000      0,095     
5   0,538164734840393        0,315073436345664        0,463314890861511        0,31435818288302         0,0011615528562868       1000      0,188     
6   0,542492568492889        0,287067335191888        0,531496465206146        0,326090348109451        0,00102068894904593      1000      0,188     
7   0,540807008743286        0,269957204791341        0,611604988574982        0,27552256148713         0,000884242311370526     1000      0,188     
8   0,399918615818024        0,268491740672477        0,456364363431931        0,273431736989444        0,000876314295907274     1000      0,188     
9   0,493316411972046        0,268771025857011        0,524114370346069        0,243944395026682        0,00094123809588795      1000      0,188     
10  0,520670175552368        0,309193872887514        0,604026257991791        0,235920736755464        0,000861999240369853     1000      0,188     
11  0,511484026908875        0,295860829258572        0,470388889312744        0,279974870157091        0,00108736417574865      1000      0,188     
12  0,499765425920486        0,26904435687845         0,453919529914856        0,255028629954706        0,00110100005173655      1000      0,188     
13  0,486684441566467        0,303829612695228        0,487383335828781        0,312596012463758        0,000998566027578425     1000      0,188     
14  0,504401385784149        0,298157228839392        0,485465854406357        0,26473956790266         0,00103900486760484      1000      0,188     
15  0,538164734840393        0,315073436345664        0,466671019792557        0,289145193724022        0,00115319938889631      1000      0,188     
16  0,542492568492889        0,287067335191888        0,534852623939514        0,28753559782813         0,00101428420505279      1000      0,188     
17  0,540807008743286        0,269957204791341        0,541505873203278        0,275928495279987        0,000998709405576975     1000      0,188     
18  0,399918615818024        0,268491740672477        0,448424905538559        0,290567928522058        0,000891829626050143     1000      0,188     
19  0,493316411972046        0,268771025857011        0,527470469474792        0,278962832680175        0,00093524934668522      1000      0,188     
20  0,520670175552368        0,309193872887514        0,461734622716904        0,324096974717701        0,00112763944901658      1000      0,188     

