#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,506664752960205        0,245199148510447        0,490917891263962        0,296561156433079        0,00103207636547061      1000      0,053     
2   0,496812045574188        0,277591490124431        0,5467129945755          0,2805794563377          0,000908725511380869     1000      0,053     
3   0,51483279466629         0,267933392569477        0,525996327400208        0,254757023581608        0,000978776405551928     1000      0,095     
4   0,562820494174957        0,299897554927473        0,545279622077942        0,278828173338332        0,00103216858174558      1000      0,095     
5   0,499147087335587        0,254817280148268        0,515592813491821        0,285591618058835        0,000968103267295646     1000      0,188     
6   0,53278261423111         0,289143701242138        0,563580572605133        0,258182105937805        0,000945353051770999     1000      0,188     
7   0,498976290225983        0,305693868947659        0,525023460388184        0,290285724743718        0,000950388559507527     1000      0,188     
8   0,545701444149017        0,294949272285294        0,485203802585602        0,305432701007606        0,00112468501120772      1000      0,188     
9   0,539336979389191        0,286562675659729        0,537942290306091        0,309051013622459        0,00100259263699514      1000      0,188     
10  0,491709917783737        0,287244229044217        0,554168999195099        0,260881577192235        0,000887292357562259     1000      0,188     
11  0,506664752960205        0,245199148510447        0,428626209497452        0,257095949361854        0,00118206666259222      1000      0,188     
12  0,496812045574188        0,277591490124431        0,49571692943573         0,286737053271481        0,00100220915622088      1000      0,188     
13  0,51483279466629         0,267933392569477        0,569352447986603        0,280707302164462        0,000904242699731757     1000      0,188     
14  0,562820494174957        0,299897554927473        0,542090952396393        0,260173606563692        0,00103823997003995      1000      0,188     
15  0,499147087335587        0,254817280148268        0,493301153182983        0,27354838601732         0,00101185063954317      1000      0,188     
16  0,53278261423111         0,289143701242138        0,560391902923584        0,312014480432541        0,000950732177698436     1000      0,188     
17  0,498976290225983        0,305693868947659        0,582731783390045        0,287488167650486        0,000856270937073632     1000      0,188     
18  0,545701444149017        0,294949272285294        0,562015116214752        0,296262695188343        0,000970972894509298     1000      0,188     
19  0,539336979389191        0,286562675659729        0,526946246623993        0,301804941546528        0,00102351422530207      1000      0,188     
20  0,491709917783737        0,287244229044217        0,544966995716095        0,297152395145381        0,000902274672868258     1000      0,188     

