#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,497785478830338        0,276441485527391        0,552968680858612        0,285141993501343        0,000900205556049594     1000      0,053     
2   0,439327955245972        0,295606621561023        0,501886904239655        0,257449493619966        0,000875352497813311     1000      0,053     
3   0,50615268945694         0,295311054830637        0,477316200733185        0,326885726680686        0,00106041380677936      1000      0,095     
4   0,543841361999512        0,292539492996915        0,455370455980301        0,257213496617248        0,00119428336831548      1000      0,095     
5   0,555782437324524        0,294867981200327        0,54837441444397         0,289310073660071        0,00101350906002437      1000      0,188     
6   0,511677086353302        0,294113269277477        0,447691231966019        0,260188867038761        0,000114292407315259     10000     0,188     
7   0,534050524234772        0,286132412958132        0,501426339149475        0,31599934392188         0,00106506276702703      1000      0,188     
8   0,452038764953613        0,280605419935122        0,513766765594482        0,296808250644835        8,79852094813016E-05     10000     0,188     
9   0,522219598293304        0,295036881469393        0,56305056810379         0,276423545707347        0,000927482588379239     1000      0,188     
10  0,525490045547485        0,303903393062311        0,446321040391922        0,267690716291532        0,000117738129729677     10000     0,188     
11  0,497785478830338        0,276441485527391        0,461009532213211        0,281492808454648        0,00107977263819378      1000      0,188     
12  0,439327955245972        0,295606621561023        0,502186477184296        0,307781757704463        0,000874830317433546     1000      0,188     
13  0,50615268945694         0,295311054830637        0,43771556019783         0,292154657950487        0,000115635068862569     10000     0,188     
14  0,543841361999512        0,292539492996915        0,511816203594208        0,310325826239873        0,00106257159929758      1000      0,188     
15  0,555782437324524        0,294867981200327        0,498640894889832        0,319427538414668        0,00111459457701984      1000      0,188     
16  0,511677086353302        0,294113269277477        0,47669517993927         0,30138215585799         0,00107338422515304      1000      0,188     
17  0,534050524234772        0,286132412958132        0,535280883312225        0,280136036794415        0,000997701470170501     1000      0,188     
18  0,452038764953613        0,280605419935122        0,525461733341217        0,292539493291279        0,000860269618644284     1000      0,188     
19  0,522219598293304        0,295036881469393        0,515642583370209        0,285311668644809        0,00101275498792227      1000      0,188     
20  0,525490045547485        0,303903393062311        0,465823382139206        0,280756109367322        0,00112808859687178      1000      0,188     

