#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,538055181503296        0,280297861221399        0,491478115320206        0,292539490312639        0,00109476935947137      1000      0,053     
2   0,492123574018478        0,280711630435096        0,519433319568634        0,312800519407572        0,000947423962766125     1000      0,053     
3   0,532736778259277        0,280756110747617        0,49988067150116         0,292616990313831        0,0010657278999395       1000      0,095     
4   0,489761978387833        0,290251632676592        0,490061521530151        0,2851419924145          0,000999388764207842     1000      0,095     
5   0,430872857570648        0,273228835489921        0,541139364242554        0,28029786752598         0,000796232700930474     1000      0,188     
6   0,491320192813873        0,280470474074693        0,491320192813873        0,280470474074693        0,001                    1000      0,188     
7   0,481501013040543        0,292616985062238        0,514923989772797        0,281492804245893        0,000935091436025341     1000      0,188     
8   0,511681854724884        0,28423965721642         0,436400413513184        0,283431150577224        0,00117250543051886      1000      0,188     
9   0,522759675979614        0,280297861281893        0,56707888841629         0,28362390907031         0,000921846477902839     1000      0,188     
10  0,50596410036087         0,260251688885316        0,50636351108551         0,298062883542273        0,000999211217404304     1000      0,188     
11  0,538055181503296        0,280297861221399        0,458322465419769        0,297379673187807        0,0011739664146956       1000      0,188     
12  0,492123574018478        0,280711630435096        0,468437254428864        0,301559306947027        0,0010505645513154       1000      0,188     
13  0,532736778259277        0,280756110747617        0,489416062831879        0,286969319834853        0,00108851510752781      1000      0,188     
14  0,489761978387833        0,290251632676592        0,483484447002411        0,28586739116277         0,00101298393655544      1000      0,188     
15  0,430872857570648        0,273228835489921        0,523698329925537        0,301926448627149        0,000822750108124104     1000      0,188     
16  0,491320192813873        0,280470474074693        0,444743126630783        0,293071102896021        0,00110472801802681      1000      0,188     
17  0,481501013040543        0,292616985062238        0,545190453529358        0,295760063401699        0,000883179464943831     1000      0,188     
18  0,511681854724884        0,28423965721642         0,510686576366425        0,294647911853807        0,00100194890252558      1000      0,188     
19  0,522759675979614        0,280297861281893        0,455285638570786        0,292838921071072        0,00114820155017549      1000      0,188     
20  0,50596410036087         0,260251688885316        0,424437373876572        0,304162032947982        0,00119208187474086      1000      0,188     

