D                        T                        

0                        1                        
0,0529999993741512       0,941104692669524        
0,105999998748302        0,882305663585677        
0,20099999755621         0,832217658403399        
0,295999996364117        0,763203429006713        
0,483999989926815        0,703947815742831        
0,671999983489513        0,698170594307394        
0,859999977052212        0,635602402073383        
1,04799997061491         0,629738729770547        
1,23599996417761         0,568955974576421        
1,42399995774031         0,562348992078642        
1,61199995130301         0,49203778576231         
1,7999999448657          0,439738591253694        
1,9879999384284          0,433767231056716        
2,1759999319911          0,379665075427976        
2,3639999255538          0,319961707620415        
2,5519999191165          0,263102728272968        
2,7399999126792          0,191698943080817        
2,92799990624189         0,131303962294124        
3,11599989980459         0,069423851333346        

