#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,424960196018219        0,300322365263015        0,566456258296967        0,259647730569791        0,00075020831669483      1000      0,053     
2   0,455623656511307        0,295126320586139        0,479345351457596        0,312432212955755        0,000950512308351054     1000      0,053     
3   0,42469123005867         0,252106050931732        0,538114190101624        0,303012892186971        0,000789221391798768     1000      0,095     
4   0,519872009754181        0,28199919249773         0,409341335296631        0,296836192137195        0,00127002079909045      1000      0,095     
5   0,550268173217773        0,295891880302699        0,481531530618668        0,286645841706173        0,00114274588106576      1000      0,188     
6   0,465650171041489        0,291400545936504        0,494222491979599        0,277698142860902        9,42187331815546E-05     10000     0,188     
7   0,528377294540405        0,303335717392           0,57532149553299         0,307210483562071        0,000918403533750996     1000      0,188     
8   0,582462966442108        0,24995645325176         0,445021897554398        0,234238189351578        0,000130884113712834     10000     0,188     
9   0,473292291164398        0,268685010441072        0,522661805152893        0,289423789978488        0,000905542143118622     1000      0,188     
10  0,486807972192764        0,257176334873893        0,497539877891541        0,317655710564896        9,78430059226095E-05     10000     0,188     
11  0,424960196018219        0,300322365263015        0,489380776882172        0,278663580209259        0,000868363074507393     1000      0,188     
12  0,455623656511307        0,295126320586139        0,496622085571289        0,31245166228967         0,000917445417247564     1000      0,188     
13  0,42469123005867         0,252106050931732        0,555291056632996        0,280526180662464        7,64808337872004E-05     10000     0,188     
14  0,519872009754181        0,28199919249773         0,417448222637177        0,306559385448947        0,00124535686478662      1000      0,188     
15  0,550268173217773        0,295891880302699        0,540070831775665        0,264340894060034        0,00101888148894948      1000      0,188     
16  0,465650171041489        0,291400545936504        0,557512581348419        0,258969248269354        0,000835228094611338     1000      0,188     
17  0,528377294540405        0,303335717392           0,442099779844284        0,280015636323173        0,00119515394177873      1000      0,188     
18  0,582462966442108        0,24995645325176         0,516650855541229        0,333320892567697        0,00112738217733509      1000      0,188     
19  0,473292291164398        0,268685010441072        0,474290698766708        0,308259423467312        0,000997894945853026     1000      0,188     
20  0,486807972192764        0,257176334873893        0,54521518945694         0,271969924865904        0,000892873092324607     1000      0,188     

