D                        T                        

0                        1                        
0,0529999993741512       0,954792000821143        
0,105999998748302        0,893502375575271        
0,20099999755621         0,857771912129459        
0,295999996364117        0,813315693275445        
0,483999989926815        0,758795400558897        
0,671999983489513        0,710972404947824        
0,859999977052212        0,640961983537325        
1,04799997061491         0,594745655517633        
1,23599996417761         0,544720114600489        
1,42399995774031         0,491294543473801        
1,61199995130301         0,444899768536604        
1,7999999448657          0,391478915914069        
1,9879999384284          0,351666428893805        
2,1759999319911          0,306931269864381        
2,3639999255538          0,25110270133458         
2,5519999191165          0,208524437481438        
2,7399999126792          0,144511495041901        
2,92799990624189         0,102556144668047        
3,11599989980459         0,0466227772804966       

