#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,544811129570007        0,298211157206625        0,527370095252991        0,298705443171958        0,0010330717165687       1000      0,053     
2   0,463762432336807        0,3025137379791          0,508912563323975        0,287637212282607        0,000911281162539458     1000      0,053     
3   0,530587136745453        0,290665268813391        0,509558022022247        0,294046548560246        0,00104126932324556      1000      0,095     
4   0,532594978809357        0,280136040234415        0,460701912641525        0,264904351870254        0,00115605115627938      1000      0,095     
5   0,53672868013382         0,320509419931957        0,49058324098587         0,299849128149306        0,00109406240428274      1000      0,188     
6   0,519533753395081        0,295036880493262        0,51295667886734         0,285311664397148        0,000101282189081203     10000     0,188     
7   0,54718941450119         0,280016810283141        0,477090358734131        0,269353683104008        0,0011469303549815       1000      0,188     
8   0,523981094360352        0,258650939606877        0,48079240322113         0,294354816472422        0,000108982814796963     10000     0,188     
9   0,572965383529663        0,26797484838921         0,510673701763153        0,281815992377992        0,00112197941964006      1000      0,188     
10  0,471451252698898        0,249573925215183        0,511850655078888        0,255764167829501        9,21071894742885E-05     10000     0,188     
11  0,544811129570007        0,298211157206625        0,457271039485931        0,292101931330312        0,00119144026742321      1000      0,188     
12  0,463762432336807        0,3025137379791          0,531903147697449        0,285141988294837        0,000871892626212845     1000      0,188     
13  0,530587136745453        0,290665268813391        0,429957419633865        0,279819039528158        0,000123404577410777     10000     0,188     
14  0,532594978809357        0,280136040234415        0,470602869987488        0,327004664571418        0,00113172913463855      1000      0,188     
15  0,53672868013382         0,320509419931957        0,488657116889954        0,262109706411592        0,0010983748349964       1000      0,188     
16  0,519533753395081        0,295036880493262        0,519801020622253        0,282875049043062        0,00099948582781378      1000      0,188     
17  0,54718941450119         0,280016810283141        0,550944924354553        0,267041878275199        0,000993183511296047     1000      0,188     
18  0,523981094360352        0,258650939606877        0,546839594841003        0,305001877020854        0,000958198892881379     1000      0,188     
19  0,572965383529663        0,26797484838921         0,510973274707794        0,285709468543286        0,00112132162657102      1000      0,188     
20  0,471451252698898        0,249573925215183        0,52301412820816         0,299700668274264        0,000901412079084908     1000      0,188     

