#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,388073354959488        0,303628239995603        0,63827383518219         0,325246333860381        0,000608004485799916     1000      0,053     
2   0,569012701511383        0,276330978115463        0,474528431892395        0,316105767174919        0,00119911192516366      1000      0,053     
3   0,663407266139984        0,274415698308382        0,495767325162888        0,300738571971642        0,00133814237540164      1000      0,095     
4   0,476413428783417        0,328574677965406        0,60060054063797         0,243817463942074        0,000793228438118555     1000      0,095     
5   0,572769463062286        0,306046373450259        0,603135824203491        0,255790161154256        0,000949652532775172     1000      0,188     
6   0,536135733127594        0,273012902779367        0,479425817728043        0,29576241793397         0,00111828715372129      1000      0,188     
7   0,601964175701141        0,230701976775286        0,508211076259613        0,246474313375101        0,00118447669447022      1000      0,188     
8   0,550881564617157        0,215981838168622        0,520350873470306        0,243691774212076        0,0010586732774046       1000      0,188     
9   0,531824052333832        0,249660714771263        0,494748562574387        0,24213250224132         0,00107493804442104      1000      0,188     
10  0,500243723392487        0,284529839882511        0,438783019781113        0,232241413444879        0,00114007083419507      1000      0,188     
11  0,388073354959488        0,303628239995603        0,567743182182312        0,250211125199014        0,000683536794696147     1000      0,188     
12  0,569012701511383        0,276330978115463        0,579081118106842        0,275806014580015        0,000982613115363915     1000      0,188     
13  0,663407266139984        0,274415698308382        0,450452864170074        0,297994066486935        0,00147275623912895      1000      0,188     
14  0,476413428783417        0,328574677965406        0,481731027364731        0,280250327014879        0,000988961477921811     1000      0,188     
15  0,572769463062286        0,306046373450259        0,486791461706162        0,261020839038233        0,00117662183526141      1000      0,188     
16  0,536135733127594        0,273012902779367        0,622715890407562        0,270657367235893        0,000860963629459813     1000      0,188     
17  0,601964175701141        0,230701976775286        0,579408407211304        0,26168945020718         0,00103892896307528      1000      0,188     
18  0,550881564617157        0,215981838168622        0,599255740642548        0,273210432932662        0,000919276240935929     1000      0,188     
19  0,531824052333832        0,249660714771263        0,554018974304199        0,293137253273038        0,000959938336050237     1000      0,188     
20  0,500243723392487        0,284529839882511        0,551674544811249        0,291321964636025        0,000906773256256805     1000      0,188     

