D                        T                        

0                        1                        
0,0529999993741512       0,949123454381514        
0,105999998748302        0,885329353023462        
0,20099999755621         0,825427955918135        
0,295999996364117        0,758411051948845        
0,483999989926815        0,702475347990257        
0,671999983489513        0,696421910372439        
0,859999977052212        0,63977046089388         
1,04799997061491         0,633142282717785        
1,23599996417761         0,573649163275357        
1,42399995774031         0,56695453596787         
1,61199995130301         0,512768329651122        
1,7999999448657          0,444611556467606        
1,9879999384284          0,438376636389734        
2,1759999319911          0,373544257930101        
2,3639999255538          0,320678216243988        
2,5519999191165          0,258965537810761        
2,7399999126792          0,204429381050733        
2,92799990624189         0,137780059645235        
3,11599989980459         0,0708948307809664       

