#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,543169856071472        0,314559536131715        0,538718581199646        0,283328703015682        0,0010082627090046       1000      0,053     
2   0,515510261058807        0,294046548862846        0,481092035770416        0,276122398256579        0,00107154187292515      1000      0,053     
3   0,432667523622513        0,268603701336255        0,510010302066803        0,301389806585968        0,000848350556585111     1000      0,095     
4   0,486402630805969        0,312493511238154        0,516768991947174        0,284186972637341        0,000941238035535404     1000      0,095     
5   0,498743057250977        0,316925111713198        0,506949782371521        0,294046549988991        0,000983811562000967     1000      0,188     
6   0,551083445549011        0,289906147146005        0,497130632400513        0,294046550964887        0,00110852844228885      1000      0,188     
7   0,497776091098785        0,287637221177784        0,542926251888275        0,302513742159107        0,000916839238050363     1000      0,188     
8   0,464966386556625        0,292616989090034        0,538389325141907        0,28010932102992         0,000863624824719679     1000      0,188     
9   0,527339816093445        0,261842522261848        0,561194360256195        0,284505838517395        0,000939674119056907     1000      0,188     
10  0,423168450593948        0,291270521967043        0,52964723110199         0,269715239177665        0,000798962829869798     1000      0,188     
11  0,543169856071472        0,314559536131715        0,514632880687714        0,302560350379757        0,001055451131194        1000      0,188     
12  0,515510261058807        0,294046548862846        0,463551163673401        0,280297861851712        0,00111208923945667      1000      0,188     
13  0,432667523622513        0,268603701336255        0,493732005357742        0,285311661617627        0,000876320592806245     1000      0,188     
14  0,486402630805969        0,312493511238154        0,477068483829498        0,283587577859039        0,00101956563322218      1000      0,188     
15  0,498743057250977        0,316925111713198        0,457216322422028        0,255200640307648        0,0010908251363577       1000      0,188     
16  0,551083445549011        0,289906147146005        0,493941962718964        0,315762216077769        0,00111568460900853      1000      0,188     
17  0,497776091098785        0,287637221177784        0,459737569093704        0,309922268039263        0,00108273964227041      1000      0,188     
18  0,464966386556625        0,292616989090034        0,498688846826553        0,285126197483074        0,000932377753213204     1000      0,188     
19  0,527339816093445        0,261842522261848        0,486344516277313        0,254546297252675        0,0010842927152339       1000      0,188     
20  0,423168450593948        0,291270521967043        0,478751003742218        0,294046551483647        0,000883900915687275     1000      0,188     

