D                        T                        

0                        1                        
0,0529999993741512       0,953761230781096        
0,105999998748302        0,89517681057738         
0,20099999755621         0,846533487135193        
0,295999996364117        0,76825629755261         
0,483999989926815        0,697823643189026        
0,671999983489513        0,692016511806009        
0,859999977052212        0,635411102212539        
1,04799997061491         0,627344115758628        
1,23599996417761         0,571531412484257        
1,42399995774031         0,56550090059861         
1,61199995130301         0,511979713340567        
1,7999999448657          0,455433356848618        
1,9879999384284          0,450719493319704        
2,1759999319911          0,373962454795069        
2,3639999255538          0,311164129342604        
2,5519999191165          0,259685202419979        
2,7399999126792          0,186022399615501        
2,92799990624189         0,116536680570204        
3,11599989980459         0,0550318517390694       

