D                        T                        

0                        1                        
0,0529999993741512       0,993666623459924        
0,105999998748302        0,933995278250804        
0,20099999755621         0,884221281011116        
0,295999996364117        0,826473455067916        
0,483999989926815        0,779272014845385        
0,671999983489513        0,729298388483295        
0,859999977052212        0,671924174524261        
1,04799997061491         0,615445748406245        
1,23599996417761         0,574318637992982        
1,42399995774031         0,515646186991377        
1,61199995130301         0,458364762757148        
1,7999999448657          0,40389007643561         
1,9879999384284          0,351515435490792        
2,1759999319911          0,296378056617277        
2,3639999255538          0,24853855952324         
2,5519999191165          0,197573597504869        
2,7399999126792          0,139425242760254        
2,92799990624189         0,0921224260274408       
3,11599989980459         0,0496267145299506       

