#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,467929899692535        0,255784533088226        0,517830848693848        0,261721587556521        0,0009036346538118       1000      0,053     
2   0,449566662311554        0,289044973680453        0,432557225227356        0,272182354902443        0,00103932297530172      1000      0,053     
3   0,462964445352554        0,28542058187402         0,554659426212311        0,257550070626225        0,000834682371692611     1000      0,095     
4   0,464235663414001        0,281720883681564        0,495033591985703        0,253384974055018        0,000937786184472527     1000      0,095     
5   0,502018630504608        0,286516485968027        0,471919596195221        0,256322261576522        0,00106378000522135      1000      0,188     
6   0,474153846502304        0,276862781760589        0,485317379236221        0,256855112533784        0,000976997459370843     1000      0,188     
7   0,540341734886169        0,255028625221518        0,510242640972137        0,297457285808475        0,00105898976584294      1000      0,188     
8   0,482509940862656        0,258532170775415        0,497161686420441        0,294490694231456        0,000970529214221479     1000      0,188     
9   0,466372340917587        0,305252984558745        0,490625500679016        0,296528746585278        0,00095056685857571      1000      0,188     
10  0,502061784267426        0,303492087622087        0,439770132303238        0,28662904903513         0,0011416459358846       1000      0,188     
11  0,467929899692535        0,255784533088226        0,52899432182312         0,296184712530814        0,000884565070717332     1000      0,188     
12  0,449566662311554        0,289044973680453        0,453322172164917        0,27085598189216         0,000991715583123967     1000      0,188     
13  0,462964445352554        0,28542058187402         0,532367765903473        0,29412664346805         0,00086963275202597      1000      0,188     
14  0,464235663414001        0,281720883681564        0,504934549331665        0,285789398068794        0,000919397700213755     1000      0,188     
15  0,502018630504608        0,286516485968027        0,529627919197083        0,278677914413183        0,000947870405445525     1000      0,188     
16  0,474153846502304        0,276862781760589        0,533424258232117        0,276650689566914        0,000888886921029337     1000      0,188     
17  0,540341734886169        0,255028625221518        0,483200222253799        0,288334324343079        0,00111825638731258      1000      0,188     
18  0,482509940862656        0,258532170775415        0,476664036512375        0,300747506182722        0,00101226420267208      1000      0,188     
19  0,466372340917587        0,305252984558745        0,52142345905304         0,315170223569549        0,000894421478014374     1000      0,188     
20  0,502061784267426        0,303492087622087        0,48967108130455         0,276101762316922        0,00102530413462413      1000      0,188     

