D                        T                        

0                        1                        
0,0529999993741512       0,941972162404281        
0,105999998748302        0,886676476319697        
0,20099999755621         0,840074553637456        
0,295999996364117        0,763421009374602        
0,483999989926815        0,713785903667081        
0,671999983489513        0,70601552079191         
0,859999977052212        0,641503446889584        
1,04799997061491         0,635156833445138        
1,23599996417761         0,581904455905557        
1,42399995774031         0,575947520125668        
1,61199995130301         0,509218850030369        
1,7999999448657          0,44675387886518         
1,9879999384284          0,441663760830147        
2,1759999319911          0,373381595403043        
2,3639999255538          0,321432901418913        
2,5519999191165          0,24766283192286         
2,7399999126792          0,180194625720281        
2,92799990624189         0,118299140619492        
3,11599989980459         0,0540461194369353       

