#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,458582907915115        0,319510150149181        0,490112006664276        0,286806906182727        0,000935669605477023     1000      0,053     
2   0,39122286438942         0,253112693329216        0,458532601594925        0,293008236766592        0,000853206212663221     1000      0,053     
3   0,476986259222031        0,291389071893774        0,478548347949982        0,278050701572143        0,000996735776573793     1000      0,095     
4   0,474974483251572        0,29404654998899         0,450888782739639        0,264484026702589        0,00105341827393794      1000      0,095     
5   0,55993914604187         0,254200175041564        0,43073707818985         0,276122399767317        0,00129995576047222      1000      0,188     
6   0,504406094551086        0,255994593515877        0,475270092487335        0,287619890278813        0,00106130409323942      1000      0,188     
7   0,513557851314545        0,297235248810335        0,448309421539307        0,308189011977649        0,00114554329362787      1000      0,188     
8   0,503738701343536        0,280109319856024        0,47500205039978         0,319903470548114        0,00106049795136583      1000      0,188     
9   0,474816530942917        0,280756109698625        0,573887288570404        0,285141016244149        0,000827368963208299     1000      0,188     
10  0,464997380971909        0,292656089495605        0,487556338310242        0,258661565986685        0,000953730562879118     1000      0,188     
11  0,458582907915115        0,319510150149181        0,476159185171127        0,26321561316348         0,000963087392192812     1000      0,188     
12  0,39122286438942         0,253112693329216        0,439297556877136        0,27699167287659         0,00089056462587803      1000      0,188     
13  0,476986259222031        0,291389071893774        0,45193749666214         0,292539488874546        0,00105542528058613      1000      0,188     
14  0,474974483251572        0,29404654998899         0,522118330001831        0,280109316493665        0,000909706585574013     1000      0,188     
15  0,55993914604187         0,254200175041564        0,493196189403534        0,28075610668194         0,00113532739723528      1000      0,188     
16  0,504406094551086        0,255994593515877        0,530752837657928        0,29663138178995         0,000950359675469465     1000      0,188     
17  0,513557851314545        0,297235248810335        0,506980836391449        0,28060542605865         0,00101297290637238      1000      0,188     
18  0,503738701343536        0,280109319856024        0,472776412963867        0,329569857344131        0,00106549034074176      1000      0,188     
19  0,474816530942917        0,280756109698625        0,47857204079628         0,278845521244531        0,000992152676016939     1000      0,188     
20  0,464997380971909        0,292656089495605        0,483105063438416        0,313419160029556        0,000962518127345574     1000      0,188     

