#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,538064002990723        0,300131299445441        0,437566339969635        0,265640584798347        0,00122967411759337      1000      0,053     
2   0,510104894638062        0,275202988995774        0,502597033977509        0,292838929373828        0,00101493813165019      1000      0,053     
3   0,56035178899765         0,297132727681516        0,492777854204178        0,285867387281472        0,00113712859499866      1000      0,095     
4   0,47581484913826         0,293071104281201        0,510832130908966        0,312302355687124        0,000931450510545613     1000      0,095     
5   0,407324284315109        0,25960169387923         0,501976013183594        0,303403713066176        0,00081144172951972      1000      0,188     
6   0,502753555774689        0,285141985646816        0,481824308633804        0,280055964405136        0,00104343750775097      1000      0,188     
7   0,496954053640366        0,293513174584053        0,514662384986877        0,307911744140212        0,000965592334192126     1000      0,188     
8   0,475971341133118        0,280136037359711        0,48839744925499         0,301354243695076        0,00097455738529997      1000      0,188     
9   0,464889615774155        0,264136056635381        0,527348756790161        0,286698336957674        0,000881560086732394     1000      0,188     
10  0,502046883106232        0,290996526853958        0,477230042219162        0,285311667209474        0,00105200184123294      1000      0,188     
11  0,538064002990723        0,300131299445441        0,489261299371719        0,315694963841829        0,0010997477292434       1000      0,188     
12  0,510104894638062        0,275202988995774        0,515122950077057        0,286806916930868        0,000990258528690588     1000      0,188     
13  0,56035178899765         0,297132727681516        0,471848607063293        0,298646815738229        0,00118756690304796      1000      0,188     
14  0,47581484913826         0,293071104281201        0,588174879550934        0,249838472236814        0,000808968328435822     1000      0,188     
15  0,407324284315109        0,25960169387923         0,513139545917511        0,293071102039285        0,00079378852703079      1000      0,188     
16  0,502753555774689        0,285141985646816        0,492987811565399        0,252420836602243        0,00101980930152873      1000      0,188     
17  0,496954053640366        0,293513174584053        0,48635733127594         0,292838920504694        0,00102178793591252      1000      0,188     
18  0,475971341133118        0,280136037359711        0,500092446804047        0,275376169188334        0,000951766706685773     1000      0,188     
19  0,464889615774155        0,264136056635381        0,494193077087402        0,292616988380533        0,00094070442773915      1000      0,188     
20  0,502046883106232        0,290996526853958        0,530918717384338        0,283316155011562        0,00094561910640418      1000      0,188     

