D                        T                        

0                        1                        
0,0529999993741512       0,942381039361259        
0,105999998748302        0,880293634119041        
0,20099999755621         0,828190853345044        
0,295999996364117        0,759684504556734        
0,483999989926815        0,704203898475763        
0,671999983489513        0,698440521982531        
0,859999977052212        0,628588521196012        
1,04799997061491         0,622411775443208        
1,23599996417761         0,559931029561           
1,42399995774031         0,553221251334972        
1,61199995130301         0,505761261145862        
1,7999999448657          0,436794667485664        
1,9879999384284          0,431539821810018        
2,1759999319911          0,374556757690602        
2,3639999255538          0,310303243402075        
2,5519999191165          0,261807849736364        
2,7399999126792          0,198761380586004        
2,92799990624189         0,142156963142411        
3,11599989980459         0,0806714378935176       

