#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,467262834310532        0,298999029553518        0,461017549037933        0,295036876788527        0,00101354674086839      1000      0,053     
2   0,552095413208008        0,29283891879548         0,540799796581268        0,272293511170312        0,00102088687292071      1000      0,053     
3   0,455699175596237        0,280136039196167        0,527228236198425        0,31374731376456         0,000864329989004482     1000      0,095     
4   0,544019937515259        0,262222154700322        0,493023872375488        0,280756108108301        0,00110343528578862      1000      0,095     
5   0,464101731777191        0,280109320866546        0,516627669334412        0,280136045384058        0,000898329221071548     1000      0,188     
6   0,570794343948364        0,303200515484701        0,487705528736115        0,280297868917945        0,00117036676911901      1000      0,188     
7   0,477886348962784        0,284489583807902        0,525030195713043        0,28514199430911         0,000910207361147613     1000      0,188     
8   0,496108055114746        0,286806910887974        0,508633971214294        0,292838926125361        0,000975373418197679     1000      0,188     
9   0,490176469087601        0,285778196012582        0,47971186041832         0,293071104057531        0,00102181436302233      1000      0,188     
10  0,490821927785873        0,299543260569205        0,447733104228973        0,252120990464327        0,00109623774331161      1000      0,188     
11  0,467262834310532        0,298999029553518        0,534440517425537        0,280470465862706        0,000874302787822659     1000      0,188     
12  0,552095413208008        0,29283891879548         0,484621316194534        0,280297860883492        0,00113923055952906      1000      0,188     
13  0,455699175596237        0,280136039196167        0,542843043804169        0,285311663390422        0,000839467652385781     1000      0,188     
14  0,544019937515259        0,262222154700322        0,52644681930542         0,29253949305288         0,00103338061427178      1000      0,188     
15  0,464101731777191        0,280109320866546        0,516627669334412        0,280136045384058        0,000898329221071548     1000      0,188     
16  0,570794343948364        0,303200515484701        0,534849405288696        0,292616991345917        0,00106720571866443      1000      0,188     
17  0,477886348962784        0,284489583807902        0,503269970417023        0,29542067461901         0,000949562614607811     1000      0,188     
18  0,496108055114746        0,286806910887974        0,496674865484238        0,28586738663971         0,000998858789906876     1000      0,188     
19  0,490176469087601        0,285778196012582        0,471240937709808        0,299875888017055        0,00104018227166302      1000      0,188     
20  0,490821927785873        0,299543260569205        0,494577437639236        0,31835517289353         0,000992406629240329     1000      0,188     

