#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,504422843456268        0,299331627780603        0,493426740169525        0,309918146479517        0,00102228517911892      1000      0,053     
2   0,526591062545776        0,27249859698701         0,563402354717255        0,320759181852677        0,000934662516293614     1000      0,053     
3   0,476135045289993        0,296795494453532        0,471252202987671        0,287993792017634        0,00101036142063924      1000      0,095     
4   0,554749011993408        0,270453426611139        0,53245735168457         0,300034980795896        0,00104186562592912      1000      0,095     
5   0,439508438110352        0,26088158413421         0,501967549324036        0,287244234926452        0,000875571416324037     1000      0,188     
6   0,462108284235001        0,287768842721361        0,51981657743454         0,24105169175292         0,000888983353542998     1000      0,188     
7   0,514243483543396        0,276091498948489        0,496702581644058        0,249315245569868        0,00103531469846861      1000      0,188     
8   0,505913257598877        0,305819467816257        0,437608242034912        0,285886391904139        0,00115608713228604      1000      0,188     
9   0,519410908222198        0,27560436996357         0,537119209766388        0,289195317188082        0,000967030965896953     1000      0,188     
10  0,509254395961761        0,287580840483962        0,552610576152802        0,248433236168627        0,000921542977890724     1000      0,188     
11  0,504422843456268        0,299331627780603        0,50512170791626         0,290940094491828        0,000998616443425339     1000      0,188     
12  0,526591062545776        0,27249859698701         0,512406289577484        0,293675821556959        0,00102768266755662      1000      0,188     
13  0,476135045289993        0,296795494453532        0,481153130531311        0,270134534918094        0,000989570710605631     1000      0,188     
14  0,554749011993408        0,270453426611139        0,514916479587555        0,277383603263488        0,00107735726857637      1000      0,188     
15  0,439508438110352        0,26088158413421         0,433662533760071        0,306687550726329        0,00101348030760138      1000      0,188     
16  0,462108284235001        0,287768842721361        0,475365340709686        0,299963176249484        0,00097211185726142      1000      0,188     
17  0,514243483543396        0,276091498948489        0,506603538990021        0,277479266290207        0,00101508071690262      1000      0,188     
18  0,505913257598877        0,305819467816257        0,513156950473785        0,293317127443593        0,000985884059704891     1000      0,188     
19  0,519410908222198        0,27560436996357         0,543531954288483        0,27784110628141         0,000955621659635706     1000      0,188     
20  0,509254395961761        0,287580840483962        0,533807098865509        0,273717392714818        0,000954004540299428     1000      0,188     

