D                        T                        

0                        1                        
0,0529999993741512       0,952241918651493        
0,105999998748302        0,906141775539821        
0,20099999755621         0,855770183610291        
0,295999996364117        0,804851173262252        
0,483999989926815        0,76476671678934         
0,671999983489513        0,714935824347185        
0,859999977052212        0,659686883324078        
1,04799997061491         0,609946299176326        
1,23599996417761         0,555699993210012        
1,42399995774031         0,510934259960438        
1,61199995130301         0,461118636291635        
1,7999999448657          0,405033053095843        
1,9879999384284          0,352725253306361        
2,1759999319911          0,310887700873337        
2,3639999255538          0,271256141467127        
2,5519999191165          0,221103492977228        
2,7399999126792          0,161150979494164        
2,92799990624189         0,106733707285146        
3,11599989980459         0,0473156295961395       

