#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,441238969564438        0,248700468781333        0,519312858581543        0,28448957903801         0,000849659241578656     1000      0,053     
2   0,462349832057953        0,292616986999641        0,461386770009995        0,273376702157099        0,00100208732046638      1000      0,053     
3   0,532530665397644        0,280605418247875        0,498112410306931        0,310960355570203        0,0010690973651299       1000      0,095     
4   0,449687898159027        0,307737362712251        0,482711493968964        0,286806903449904        0,000931587301685301     1000      0,095     
5   0,540366411209106        0,281197066930289        0,471629738807678        0,318106413727042        0,00114574287146354      1000      0,188     
6   0,452772855758667        0,319541013233146        0,537923038005829        0,284782045953549        8,4170564145602E-05      10000     0,188     
7   0,569198966026306        0,284944899259657        0,480728060007095        0,293071107760336        0,0011840352444122       1000      0,188     
8   0,412901043891907        0,309391991200015        0,517154157161713        0,288630194474605        7,98409986991159E-05     10000     0,188     
9   0,55793172121048         0,270708400902893        0,453945875167847        0,292838926999306        0,00122907102306896      1000      0,188     
10  0,442896366119385        0,289580417738772        0,501136124134064        0,283217097163735        8,83784554315828E-05     10000     0,188     
11  0,441238969564438        0,248700468781333        0,491007804870605        0,299129733981963        0,000898639421181333     1000      0,188     
12  0,462349832057953        0,292616986999641        0,523845911026001        0,275893586722208        0,000882606549609975     1000      0,188     
13  0,532530665397644        0,280605418247875        0,480571538209915        0,280136040519189        0,000110811944332216     10000     0,188     
14  0,449687898159027        0,307737362712251        0,470752358436584        0,292539489121678        0,000955253627730056     1000      0,188     
15  0,540366411209106        0,281197066930289        0,478474080562592        0,265389981385598        0,00112935357036214      1000      0,188     
16  0,452772855758667        0,319541013233146        0,443970173597336        0,292616985772526        0,00101982719264676      1000      0,188     
17  0,569198966026306        0,284944899259657        0,478070825338364        0,285055606208489        0,00119061640212712      1000      0,188     
18  0,412901043891907        0,309391991200015        0,491805911064148        0,294488983129271        0,000839560962165928     1000      0,188     
19  0,55793172121048         0,270708400902893        0,475142419338226        0,293027029315723        0,00117424102438078      1000      0,188     
20  0,442896366119385        0,289580417738772        0,491934090852737        0,31092042053598         0,000900316474004986     1000      0,188     

