#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,481207430362701        0,273783680169333        0,54546058177948         0,270355586891103        0,000882203859338171     1000      0,053     
2   0,539793133735657        0,295036886264264        0,451322227716446        0,304390546818011        0,00119602603325532      1000      0,053     
3   0,391302585601807        0,271849288415378        0,56120353937149         0,306470934603969        0,00069725609008104      1000      0,095     
4   0,443643003702164        0,309336783054383        0,51138436794281         0,269238679118146        0,000867533369247958     1000      0,095     
5   0,542959868907928        0,270332342537759        0,510335624217987        0,297377501848679        0,00106392703770177      1000      0,188     
6   0,473206728696823        0,23987299008223         0,507061302661896        0,280813567921289        0,000933233765252154     1000      0,188     
7   0,589101374149323        0,276629323079734        0,431194961071014        0,257747374789054        0,00136620653610166      1000      0,188     
8   0,470278322696686        0,25683306115838         0,52144181728363         0,271551437584058        0,000901880722084253     1000      0,188     
9   0,531820774078369        0,27058960038965         0,544778347015381        0,274164840335886        0,000976214963373634     1000      0,188     
10  0,502067685127258        0,251991617851682        0,48157000541687         0,280109318803391        0,00104256427825617      1000      0,188     
11  0,481207430362701        0,273783680169333        0,531507730484009        0,303488795836002        0,000905362994296429     1000      0,188     
12  0,539793133735657        0,295036886264264        0,517800986766815        0,24002184353336         0,00104247219980433      1000      0,188     
13  0,391302585601807        0,271849288415378        0,503662645816803        0,300646466945278        0,00077691404921884      1000      0,188     
14  0,443643003702164        0,309336783054383        0,508195698261261        0,293071103459299        0,000872976700157129     1000      0,188     
15  0,542959868907928        0,270332342537759        0,49837651848793         0,281197070039333        0,00108945716494682      1000      0,188     
16  0,473206728696823        0,23987299008223         0,56952041387558         0,297497264460684        0,000830886333778024     1000      0,188     
17  0,589101374149323        0,276629323079734        0,471594333648682        0,281492802406371        0,00124916974636124      1000      0,188     
18  0,470278322696686        0,25683306115838         0,574399352073669        0,300937537367022        0,000818730593965521     1000      0,188     
19  0,531820774078369        0,27058960038965         0,487237453460693        0,261673527662867        0,00109150224454425      1000      0,188     
20  0,502067685127258        0,251991617851682        0,551836550235748        0,308540028473137        0,000909812307489911     1000      0,188     

