D                        T                        

0                        1                        
0,0529999993741512       0,957044084708588        
0,105999998748302        0,896413880960136        
0,20099999755621         0,834819131463998        
0,295999996364117        0,778775399848401        
0,483999989926815        0,747768229478102        
0,671999983489513        0,703457426210317        
0,859999977052212        0,657721587175147        
1,04799997061491         0,613213995929801        
1,23599996417761         0,574462668991053        
1,42399995774031         0,533456768131912        
1,61199995130301         0,466137309612913        
1,7999999448657          0,42020522890708         
1,9879999384284          0,366096388781251        
2,1759999319911          0,300015049713765        
2,3639999255538          0,26684377538769         
2,5519999191165          0,189773620948446        
2,7399999126792          0,126199979678588        
2,92799990624189         0,0835651640129795       
3,11599989980459         0,0434707201671026       

