#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,456668794155121        0,283752738377836        0,479127913713455        0,280297868141479        0,00095312500291568      1000      0,053     
2   0,502164900302887        0,280605425665861        0,488943189382553        0,305086019056388        0,00102704140523366      1000      0,053     
3   0,452345728874207        0,286806909086849        0,524837851524353        0,300253277740023        0,00086187710653948      1000      0,095     
4   0,481263965368271        0,32257502550685         0,424686133861542        0,277694775851282        0,00113322269552878      1000      0,095     
5   0,489716827869415        0,291940348595297        0,533604383468628        0,294354809188983        0,000917752632926425     1000      0,188     
6   0,461226284503937        0,267974841227548        0,48378524184227         0,280605416161693        9,53369893524598E-05     10000     0,188     
7   0,501440107822418        0,293071098141956        0,433966070413589        0,286806907611205        0,0011554822876925       1000      0,188     
8   0,49162095785141         0,281197067591843        0,481156349182129        0,293034169711077        0,000102174887370201     10000     0,188     
9   0,524027466773987        0,319984021803371        0,507018029689789        0,249838477121564        0,00103354799255286      1000      0,188     
10  0,568260967731476        0,288054420733445        0,511982619762421        0,292838929160239        0,00011099223797776      10000     0,188     
11  0,456668794155121        0,283752738377836        0,581686854362488        0,276536303010226        0,000785076696731641     1000      0,188     
12  0,502164900302887        0,280605425665861        0,440172731876373        0,246381398258323        0,001140836003544        1000      0,188     
13  0,452345728874207        0,286806909086849        0,520386576652527        0,292616988037895        8,69249417969225E-05     10000     0,188     
14  0,481263965368271        0,32257502550685         0,510567426681519        0,280470470725731        0,000942606089260907     1000      0,188     
15  0,489716827869415        0,291940348595297        0,460748255252838        0,280297862585385        0,00106287288619396      1000      0,188     
16  0,461226284503937        0,267974841227548        0,574948728084564        0,29557145523979         0,000802204200086688     1000      0,188     
17  0,501440107822418        0,293071098141956        0,480810403823853        0,300554107455288        0,00104290610983976      1000      0,188     
18  0,49162095785141         0,281197067591843        0,525043904781342        0,294113269822           0,000936342567496616     1000      0,188     
19  0,524027466773987        0,319984021803371        0,515224754810333        0,294354813413056        0,00101708518832115      1000      0,188     
20  0,568260967731476        0,288054420733445        0,425837188959122        0,271952623227852        0,00133445594340993      1000      0,188     

