#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,472956746816635        0,293144611583915        0,482857674360275        0,246923296174497        0,000979495143042393     1000      0,053     
2   0,472433924674988        0,307034741433429        0,425025910139084        0,275059042209029        0,00111154146936687      1000      0,053     
3   0,488688617944717        0,289752903637858        0,456795543432236        0,323022768361132        0,00106981914550402      1000      0,095     
4   0,568165838718414        0,26144865214351         0,518963754177094        0,305575667239488        0,00109480832552427      1000      0,095     
5   0,514653205871582        0,277488752733945        0,511464536190033        0,318998292015432        0,00100623439057046      1000      0,188     
6   0,450708240270615        0,283272387908995        0,500609159469604        0,285740988732719        0,000900319604116193     1000      0,188     
7   0,41197943687439         0,3063763244565          0,469687759876251        0,28943930063599         0,000877134709626953     1000      0,188     
8   0,54032689332962         0,285055818463095        0,463683038949966        0,297080888630302        0,001165293633671        1000      0,188     
9   0,524720728397369        0,276101766307799        0,574621677398682        0,286629047097775        0,00091315860336628      1000      0,188     
10  0,481672793626785        0,303117717098034        0,510676741600037        0,286933115659662        0,00094320487774247      1000      0,188     
11  0,472956746816635        0,293144611583915        0,500566005706787        0,268464350348178        0,000944843919532313     1000      0,188     
12  0,472433924674988        0,307034741433429        0,487485021352768        0,301295595271006        0,000969125006885312     1000      0,188     
13  0,488688617944717        0,289752903637858        0,474503874778748        0,300014482474961        0,0010298938405352       1000      0,188     
14  0,568165838718414        0,26144865214351         0,490127295255661        0,287352989231161        0,00115922097018091      1000      0,188     
15  0,514653205871582        0,277488752733945        0,50046843290329         0,288361118204567        0,00102834299235619      1000      0,188     
16  0,450708240270615        0,283272387908995        0,524862289428711        0,312151911518812        0,000858717132757223     1000      0,188     
17  0,41197943687439         0,3063763244565          0,49394091963768         0,305716117983931        0,000834066222285427     1000      0,188     
18  0,54032689332962         0,285055818463095        0,475378006696701        0,257468519189932        0,00113662577089806      1000      0,188     
19  0,524720728397369        0,276101766307799        0,512330055236816        0,303492088468766        0,00102418494295601      1000      0,188     
20  0,481672793626785        0,303117717098034        0,536723852157593        0,297032198434318        0,000897431317222989     1000      0,188     

