D                        T                        

0                        1                        
0,0529999993741512       0,946325276441868        
0,105999998748302        0,887088679357371        
0,20099999755621         0,848924081114834        
0,295999996364117        0,790413937859054        
0,483999989926815        0,729668661367117        
0,671999983489513        0,678080176677           
0,859999977052212        0,635168748208537        
1,04799997061491         0,591666809402365        
1,23599996417761         0,546726260500256        
1,42399995774031         0,497043249131987        
1,61199995130301         0,442082944774474        
1,7999999448657          0,392447875704239        
1,9879999384284          0,357055188138472        
2,1759999319911          0,304816447700868        
2,3639999255538          0,231394826007624        
2,5519999191165          0,172698563786081        
2,7399999126792          0,128275402992516        
2,92799990624189         0,0899023425270415       
3,11599989980459         0,0460323482603086       

