#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,49549201130867         0,279214306418092        0,460642158985138        0,256536740129504        0,0010756549344079       1000      0,053     
2   0,481917321681976        0,293598830178657        0,477034479379654        0,303735658617055        0,00101023582678693      1000      0,053     
3   0,509173631668091        0,304905427876427        0,467778980731964        0,282099953044814        0,001088491900323        1000      0,095     
4   0,519984185695648        0,288270593639249        0,512044727802277        0,2796046238979          0,001015505399162        1000      0,095     
5   0,530794739723206        0,272795960836943        0,559798717498779        0,263173703192939        0,00094818855980027      1000      0,188     
6   0,486422151327133        0,282331053316047        0,512469291687012        0,287535598047693        0,000949173266023154     1000      0,188     
7   0,531219363212585        0,299770765664597        0,592415869235992        0,279624717501117        0,000896700089917698     1000      0,188     
8   0,552062928676605        0,267972032237395        0,529771268367767        0,306302585312331        0,00104207789595219      1000      0,188     
9   0,538720190525055        0,282247836055091        0,588621139526367        0,278241701568932        0,000915223994433049     1000      0,188     
10  0,537272095680237        0,256489004716367        0,545910477638245        0,29196477808385         0,000984176193145477     1000      0,188     
11  0,49549201130867         0,279214306418092        0,534396886825562        0,290011727341951        0,000927198536376222     1000      0,188     
12  0,481917321681976        0,293598830178657        0,486935406923294        0,295999030596722        0,000989694556670207     1000      0,188     
13  0,509173631668091        0,304905427876427        0,515885889530182        0,292675395650269        0,000986988870991986     1000      0,188     
14  0,519984185695648        0,288270593639249        0,515400886535645        0,31021336393601         0,00100889268776934      1000      0,188     
15  0,530794739723206        0,272795960836943        0,491493672132492        0,287244236056894        0,00107996250983292      1000      0,188     
16  0,486422151327133        0,282331053316047        0,490177631378174        0,311992283923429        0,000992338532379616     1000      0,188     
17  0,531219363212585        0,299770765664597        0,522316813468933        0,297669324237816        0,00101704434839944      1000      0,188     
18  0,552062928676605        0,267972032237395        0,512230396270752        0,285420580481972        0,00107776292210663      1000      0,188     
19  0,538720190525055        0,282247836055091        0,467226475477219        0,29731516775101         0,00115301725993762      1000      0,188     
20  0,537272095680237        0,256489004716367        0,459233552217484        0,293175496847932        0,0011699321469129       1000      0,188     

