D                        T                        

0                        1                        
0,0529999993741512       0,947896827080028        
0,105999998748302        0,896883861217374        
0,20099999755621         0,848043268320087        
0,295999996364117        0,791032772167328        
0,483999989926815        0,745666519902532        
0,671999983489513        0,686450122193531        
0,859999977052212        0,645798011975649        
1,04799997061491         0,588669578595498        
1,23599996417761         0,546405945166889        
1,42399995774031         0,490948240004256        
1,61199995130301         0,450070697167611        
1,7999999448657          0,39545470571573         
1,9879999384284          0,348345499319995        
2,1759999319911          0,288199024178621        
2,3639999255538          0,241742334124008        
2,5519999191165          0,191213701027011        
2,7399999126792          0,150848536602053        
2,92799990624189         0,104773235362491        
3,11599989980459         0,0521586052574068       

