#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,533027291297913        0,317519888156509        0,584722280502319        0,323136748403079        0,000911590526087022     1000      0,053     
2   0,52669632434845         0,284755603659112        0,520119309425354        0,292838918557395        0,00101264520429046      1000      0,053     
3   0,52159571647644         0,263661121728962        0,510300099849701        0,285867385126704        0,00102213524283077      1000      0,095     
4   0,500480949878693        0,283941749778724        0,481677502393723        0,277810508489784        0,00103903742107847      1000      0,095     
5   0,530661821365356        0,293071108724003        0,478702664375305        0,294354816646851        0,00110854160809374      1000      0,188     
6   0,501739621162415        0,292838927469152        0,548883497714996        0,28149280759589         0,000914109502747228     1000      0,188     
7   0,499064356088638        0,295036883052122        0,499064356088638        0,295036883052122        0,001                    1000      0,188     
8   0,470142185688019        0,294113274352032        0,522668123245239        0,280297865240397        0,000899504226063974     1000      0,188     
9   0,508130431175232        0,277042363098787        0,493745982646942        0,280136041082665        0,00102913329735095      1000      0,188     
10  0,483926802873611        0,292539493293925        0,587648510932922        0,287419310932256        0,00082349702904097      1000      0,188     
11  0,533027291297913        0,317519888156509        0,54807835817337         0,278104842154119        0,000972538476203257     1000      0,188     
12  0,52669632434845         0,284755603659112        0,556930601596832        0,307839078315448        0,000945712666602096     1000      0,188     
13  0,52159571647644         0,263661121728962        0,517444014549255        0,295036880934475        0,00100802348043547      1000      0,188     
14  0,500480949878693        0,283941749778724        0,488521844148636        0,294113275008935        0,00102448018624612      1000      0,188     
15  0,530661821365356        0,293071108724003        0,478702664375305        0,294354816646851        0,00110854160809374      1000      0,188     
16  0,501739621162415        0,292838927469152        0,502306461334229        0,292539497967751        0,00099887152522325      1000      0,188     
17  0,499064356088638        0,295036883052122        0,492487281560898        0,285311668970699        0,00101335481092404      1000      0,188     
18  0,470142185688019        0,294113274352032        0,522668123245239        0,280297865240397        0,000899504226063974     1000      0,188     
19  0,508130431175232        0,277042363098787        0,500889837741852        0,294884022079491        0,0010144554608375       1000      0,188     
20  0,483926802873611        0,292539493293925        0,531070649623871        0,280756104522307        0,000911228672148143     1000      0,188     

