#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,534472048282623        0,286806911977851        0,56822681427002         0,283519972618567        0,000940596316224957     1000      0,053     
2   0,455117523670197        0,306927027813526        0,484652906656265        0,28060542598325         0,000939058690084332     1000      0,053     
3   0,481410801410675        0,280109320278897        0,601810157299042        0,289160362403797        0,000799937979729811     1000      0,095     
4   0,498733907938004        0,287674646545755        0,452488631010056        0,280756111811791        0,00110220207483383      1000      0,095     
5   0,494628608226776        0,280756105757321        0,522669494152069        0,294046552721164        0,000946350636034759     1000      0,188     
6   0,465706437826157        0,280109318469861        0,50474339723587         0,289204987942268        9,2265979183979E-05      10000     0,188     
7   0,53548789024353         0,320628824369427        0,53588730096817         0,292539494195085        0,000999254674025829     1000      0,188     
8   0,492645174264908        0,296024764554104        0,526068091392517        0,28531165921774         9,36466556944866E-05     10000     0,188     
9   0,50372302532196         0,294113269053337        0,51890617609024         0,273190230237412        0,000970740084686062     1000      0,188     
10  0,551444709300995        0,270039487370369        0,52260822057724         0,303557020790159        0,00010551780235908      10000     0,188     
11  0,534472048282623        0,286806911977851        0,4759681224823          0,288231645191136        0,00112291563875162      1000      0,188     
12  0,455117523670197        0,306927027813526        0,544886410236359        0,294961783582162        0,000835252109651216     1000      0,188     
13  0,481410801410675        0,280109320278897        0,504800736904144        0,264991115355529        9,53665013175465E-05     10000     0,188     
14  0,498733907938004        0,287674646545755        0,577207207679749        0,287600711848501        0,000864046569935966     1000      0,188     
15  0,494628608226776        0,280756105757321        0,51874965429306         0,286229598681345        0,000953501566956886     1000      0,188     
16  0,465706437826157        0,280109318469861        0,512850284576416        0,294046549940254        0,000908074835545431     1000      0,188     
17  0,53548789024353         0,320628824369427        0,469575941562653        0,276344589358364        0,00114036483313335      1000      0,188     
18  0,492645174264908        0,296024764554104        0,510752856731415        0,308099348312993        0,000964547075502646     1000      0,188     
19  0,50372302532196         0,294113269053337        0,509704113006592        0,273697203936668        0,000988265569117442     1000      0,188     
20  0,551444709300995        0,270039487370369        0,497359812259674        0,317071222569274        0,00110874400325108      1000      0,188     

