#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,546452641487122        0,298143517388203        0,537250638008118        0,317854872613248        0,00101712795263142      1000      0,053     
2   0,532940089702606        0,289752903355839        0,449751377105713        0,306376326954059        0,00118496599861959      1000      0,053     
3   0,496736437082291        0,304126898322217        0,48574036359787         0,317081152466393        0,00102263775940499      1000      0,095     
4   0,472791463136673        0,246997858582746        0,524486422538757        0,280379516900494        0,000901436992111527     1000      0,095     
5   0,47638812661171         0,316826872663791        0,521538257598877        0,298515073458143        0,000913428918532199     1000      0,188     
6   0,470682919025421        0,308751988775829        0,525334656238556        0,263014414877922        0,000895967767281058     1000      0,188     
7   0,481855064630508        0,290410099696864        0,50737076997757         0,287858718996576        0,000949709942202249     1000      0,188     
8   0,542229294776917        0,293128720965026        0,540834605693817        0,277137700234764        0,00100257877189887      1000      0,188     
9   0,517852663993835        0,2729771609495          0,46031180024147         0,253565628012885        0,00112500410313657      1000      0,188     
10  0,493476092815399        0,28673705349124         0,471184432506561        0,270934723383409        0,00104730984041695      1000      0,188     
11  0,546452641487122        0,298143517388203        0,602766335010529        0,296262695725967        0,000906574587443701     1000      0,188     
12  0,532940089702606        0,289752903355839        0,518755316734314        0,300014481706594        0,00102734386041109      1000      0,188     
13  0,496736437082291        0,304126898322217        0,497435331344604        0,287244235468185        0,000998595004780974     1000      0,188     
14  0,472791463136673        0,246997858582746        0,495649933815002        0,268464350554947        0,000953881824411055     1000      0,188     
15  0,47638812661171         0,316826872663791        0,520143628120422        0,313688087679701        0,000915878039942878     1000      0,188     
16  0,470682919025421        0,308751988775829        0,490484803915024        0,308276159008078        0,000959627933971562     1000      0,188     
17  0,481855064630508        0,290410099696864        0,523816525936127        0,307610488691716        0,000919892826537636     1000      0,188     
18  0,542229294776917        0,293128720965026        0,565087735652924        0,321842793951595        0,000959548863948364     1000      0,188     
19  0,517852663993835        0,2729771609495          0,559814155101776        0,273603239772266        0,000925043890502712     1000      0,188     
20  0,493476092815399        0,28673705349124         0,479291319847107        0,278646468441241        0,00102959530536213      1000      0,188     

