D                        T                        

0                        1                        
0,0529999993741512       0,940317498257846        
0,105999998748302        0,883291297439318        
0,20099999755621         0,840386781010099        
0,295999996364117        0,782438788822172        
0,483999989926815        0,740885906667659        
0,671999983489513        0,684607521713782        
0,859999977052212        0,627136427479785        
1,04799997061491         0,585255216502418        
1,23599996417761         0,531634912775658        
1,42399995774031         0,480209436112905        
1,61199995130301         0,433261595236225        
1,7999999448657          0,380645770706991        
1,9879999384284          0,342913668511672        
2,1759999319911          0,286256731572095        
2,3639999255538          0,238769107100606        
2,5519999191165          0,191205192003598        
2,7399999126792          0,138089634313511        
2,92799990624189         0,0971445899913391       
3,11599989980459         0,0526146587828536       

