#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,445642054080963        0,270050289131454        0,521190822124481        0,321019014059179        0,000855045858759435     1000      0,053     
2   0,486287534236908        0,314818828993212        0,520142078399658        0,280472648578811        0,00093491289097988      1000      0,053     
3   0,435637384653091        0,257213495495674        0,480787545442581        0,291826926742094        0,000906091242966938     1000      0,095     
4   0,478608310222626        0,310251730173932        0,542330026626587        0,280109314513715        0,000882503801605225     1000      0,095     
5   0,427958160638809        0,2601888659987          0,485666513442993        0,282391827381795        0,000881176998605325     1000      0,188     
6   0,50468385219574         0,317099906500467        0,508039951324463        0,29340186316079         0,000993394025174647     1000      0,188     
7   0,512305676937103        0,285709469776353        0,557024240493774        0,301101054487578        0,000919718819566936     1000      0,188     
8   0,502486526966095        0,29503688739069         0,557669699192047        0,286266613094672        0,000901046852095601     1000      0,188     
9   0,481072247028351        0,271726505008309        0,463531374931335        0,292972766557077        0,00103784182268053      1000      0,188     
10  0,548196494579315        0,275871671406189        0,503745198249817        0,29526820825924         0,00108824162787841      1000      0,188     
11  0,445642054080963        0,270050289131454        0,511457324028015        0,294354812936495        0,000871318159199052     1000      0,188     
12  0,486287534236908        0,314818828993212        0,476953387260437        0,254378287716071        0,00101957035472604      1000      0,188     
13  0,435637384653091        0,257213495495674        0,492482513189316        0,297620446468266        0,000884574320886857     1000      0,188     
14  0,478608310222626        0,310251730173932        0,514024972915649        0,26542577028257         0,000931099334547632     1000      0,188     
15  0,427958160638809        0,2601888659987          0,423374831676483        0,267546595112459        0,00101082570011112      1000      0,188     
16  0,50468385219574         0,317099906500467        0,482691675424576        0,294046550646723        0,00104556154143703      1000      0,188     
17  0,512305676937103        0,285709469776353        0,48038038611412         0,301695315753434        0,00106645835622314      1000      0,188     
18  0,502486526966095        0,29503688739069         0,495909482240677        0,285311668216586        0,00101326259118035      1000      0,188     
19  0,481072247028351        0,271726505008309        0,526090323925018        0,280297869906172        0,000914428996601193     1000      0,188     
20  0,548196494579315        0,275871671406189        0,489360779523849        0,297795963303247        0,00112022973135018      1000      0,188     

