#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,481385827064514        0,29435480846535         0,509426712989807        0,29806288499035         0,000944955996200666     1000      0,053     
2   0,51811146736145         0,296643043233793        0,492763191461563        0,292767402068649        0,00105144109044489      1000      0,053     
3   0,4818135201931          0,287354622740629        0,596099674701691        0,277323311473414        0,00080827677088436      1000      0,095     
4   0,551594972610474        0,295851517452238        0,523289978504181        0,295658922441476        0,00105409045704869      1000      0,095     
5   0,460213720798492        0,254546296296788        0,509583234786987        0,280109321986039        0,00090311786060008      1000      0,188     
6   0,558268010616302        0,276928362261816        0,49946454167366         0,284760608643019        0,00111773302013712      1000      0,188     
7   0,380242079496384        0,255382465550942        0,522801041603088        0,280756108413389        0,000727316989136881     1000      0,188     
8   0,56610369682312         0,290844888756673        0,529991328716278        0,290758870803956        0,00106813765839209      1000      0,188     
9   0,483792424201965        0,289891376882558        0,490636765956879        0,280605420433807        0,000986050083830214     1000      0,188     
10  0,522743701934814        0,32172853694127         0,440817594528198        0,286806905817147        0,00118585035720795      1000      0,188     
11  0,481385827064514        0,29435480846535         0,462450265884399        0,319734391288427        0,00104094615697518      1000      0,188     
12  0,51811146736145         0,296643043233793        0,51395970582962         0,277415459164003        0,00100807799032636      1000      0,188     
13  0,4818135201931          0,287354622740629        0,43543615937233         0,28988619199707         0,0011065078308784       1000      0,188     
14  0,551594972610474        0,295851517452238        0,561895310878754        0,260965343687149        0,000981668581195007     1000      0,188     
15  0,460213720798492        0,254546296296788        0,503437757492065        0,314018564964838        0,000914142242908242     1000      0,188     
16  0,558268010616302        0,276928362261816        0,502820670604706        0,254939717228265        0,0011102725946905       1000      0,188     
17  0,380242079496384        0,255382465550942        0,503997564315796        0,284760603739273        0,000754452216475655     1000      0,188     
18  0,56610369682312         0,290844888756673        0,493878871202469        0,28010931976872         0,00114623995848375      1000      0,188     
19  0,483792424201965        0,289891376882558        0,484059721231461        0,297235241652133        0,000999447801546439     1000      0,188     
20  0,522743701934814        0,32172853694127         0,569024324417114        0,243290317206439        0,000918666706331565     1000      0,188     

