D                        T                        

0                        1                        
0,0529999993741512       0,955644943819129        
0,105999998748302        0,907146827163961        
0,20099999755621         0,860143818407092        
0,295999996364117        0,814364395819368        
0,483999989926815        0,768653800442486        
0,671999983489513        0,717122005574441        
0,859999977052212        0,669412073417488        
1,04799997061491         0,622670739795589        
1,23599996417761         0,568833238706885        
1,42399995774031         0,512381274115253        
1,61199995130301         0,467182100870019        
1,7999999448657          0,414292422613654        
1,9879999384284          0,368405592922416        
2,1759999319911          0,320105302510213        
2,3639999255538          0,267669248632884        
2,5519999191165          0,213431291176095        
2,7399999126792          0,158109322394833        
2,92799990624189         0,105546856069358        
3,11599989980459         0,0581113307087531       

