#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,475928604602814        0,30981680963376         0,525829553604126        0,303829607391371        0,000905100524192141     1000      0,053     
2   0,533949375152588        0,305457600331326        0,462056279182434        0,2907247667939          0,00115559380796071      1000      0,053     
3   0,529279053211212        0,268676843120176        0,588781416416168        0,298567823610488        0,0008989398076333       1000      0,095     
4   0,543811619281769        0,298206031586622        0,535872161388397        0,288526782476591        0,00101481595512034      1000      0,095     
5   0,502197921276093        0,304010196444417        0,488245069980621        0,288334318195996        0,00102857755695521      1000      0,188     
6   0,562012672424316        0,263144435074762        0,551016628742218        0,277260805809898        0,00101995591985527      1000      0,188     
7   0,446943789720535        0,256855103983224        0,535050690174103        0,270568943205102        0,000835329806929325     1000      0,188     
8   0,503170490264893        0,289628595117029        0,434865474700928        0,255287030706875        0,00115707159923639      1000      0,188     
9   0,508633077144623        0,3007680361517          0,47979661822319         0,312014480661538        0,00106010142178205      1000      0,188     
10  0,433564215898514        0,26934455741261         0,496023327112198        0,286816958452869        0,000874080294615749     1000      0,188     
11  0,475928604602814        0,30981680963376         0,548288702964783        0,300401916386523        0,000868025553014874     1000      0,188     
12  0,533949375152588        0,305457600331326        0,475013822317123        0,288343890553085        0,00112407123764941      1000      0,188     
13  0,529279053211212        0,268676843120176        0,558682382106781        0,280141897697052        0,000947370223516465     1000      0,188     
14  0,543811619281769        0,298206031586622        0,577965676784515        0,302866416670905        0,000940906425978856     1000      0,188     
15  0,502197921276093        0,304010196444417        0,557249009609222        0,257622376858147        0,000901209176896097     1000      0,188     
16  0,562012672424316        0,263144435074762        0,522180140018463        0,275615763861962        0,00107628120901811      1000      0,188     
17  0,446943789720535        0,256855103983224        0,481097877025604        0,277470305571966        0,000929008027397196     1000      0,188     
18  0,503170490264893        0,289628595117029        0,492573827505112        0,266586466328295        0,00102151284166569      1000      0,188     
19  0,508633077144623        0,3007680361517          0,487903505563736        0,276901549072102        0,00104248703144064      1000      0,188     
20  0,433564215898514        0,26934455741261         0,467718303203583        0,317854272358521        0,000926977227379954     1000      0,188     

