#   U_SEM                    StDev_SEM                U_Diaphragm              StDev_Diaphragm          Inorm                    R         D         

1   0,440064132213593        0,298246862097147        0,522157669067383        0,297238855811016        0,0008427801759564       1000      0,053     
2   0,542437613010406        0,304310265702668        0,513301551342011        0,294113280754286        0,0010567620760004       1000      0,053     
3   0,499594837427139        0,294090837014909        0,503482401371002        0,294354815077698        0,000992278649793365     1000      0,095     
4   0,50024026632309         0,292838925900649        0,450606644153595        0,259849942886319        0,00111014844723989      1000      0,095     
5   0,471318155527115        0,293071103586196        0,508660912513733        0,300401853929027        0,000926586147926965     1000      0,188     
6   0,505950212478638        0,271726499695109        0,504555583000183        0,279084845292719        0,000100276407501065     10000     0,188     
7   0,46141329407692         0,324048381264193        0,491679817438126        0,285867381865951        0,00093844261593061      1000      0,188     
8   0,529069006443024        0,276605387646435        0,481860637664795        0,292838920062479        0,000109797100050963     10000     0,188     
9   0,501841008663177        0,312951536784116        0,509216785430908        0,256692498121193        0,00098551544847154      1000      0,188     
10  0,549031317234039        0,294630717523049        0,495078444480896        0,294113276263995        0,000110897843231635     10000     0,188     
11  0,440064132213593        0,298246862097147        0,490264594554901        0,2926169897218          0,000897605368817456     1000      0,188     
12  0,542437613010406        0,304310265702668        0,480445444583893        0,280470475155639        0,00112903060925097      1000      0,188     
13  0,499594837427139        0,294090837014909        0,483715891838074        0,286567403089506        0,000103282700828523     10000     0,188     
14  0,50024026632309         0,292838925900649        0,465789824724197        0,313851907592259        0,00107396134430221      1000      0,188     
15  0,471318155527115        0,293071103586196        0,538196265697479        0,280813570867807        0,000875736577094802     1000      0,188     
16  0,505950212478638        0,271726499695109        0,494921922683716        0,294113273150228        0,0010222828880465       1000      0,188     
17  0,46141329407692         0,324048381264193        0,510750591754913        0,29084488405673         0,000903402368055075     1000      0,188     
18  0,529069006443024        0,276605387646435        0,479203402996063        0,2928018387052          0,00110405936839178      1000      0,188     
19  0,501841008663177        0,312951536784116        0,452938497066498        0,293071098076           0,00110796722273201      1000      0,188     
20  0,549031317234039        0,294630717523049        0,467504560947418        0,269171058066568        0,00117438708217392      1000      0,188     

