D                        T                        

0                        1                        
0,0529999993741512       0,970275932335685        
0,105999998748302        0,911653858267005        
0,20099999755621         0,846234876269535        
0,295999996364117        0,8074555969738          
0,483999989926815        0,761029070852598        
0,671999983489513        0,706358350814054        
0,859999977052212        0,64845176256427         
1,04799997061491         0,59669544025593         
1,23599996417761         0,544143967506053        
1,42399995774031         0,488408288889894        
1,61199995130301         0,454991604620095        
1,7999999448657          0,406953704553463        
1,9879999384284          0,33495373230438         
2,1759999319911          0,286605474069945        
2,3639999255538          0,229082893458377        
2,5519999191165          0,186992182326684        
2,7399999126792          0,136201118250507        
2,92799990624189         0,0912596255050587       
3,11599989980459         0,0443302479745824       

